relevance,query,title,highlight,url,author,section,score,rank_position
1,новый VR шлем Valve,Что не так с новым шлемом от Valve Steam Frame,Что не так с <mark>новым</mark> <mark>шлемом</mark> от <mark>Valve</mark> Steam Frame | <mark>Valve</mark> представила свой <mark>новый</mark> <mark>VR</mark>-<mark>шлем</mark> Steam Frame (ранее проект Deckard) — автономное устройство на платформе SteamOS с возможностью потоковой игры с ПК | Это один из самых лёгких <mark>VR</mark>-<mark>шлемов</mark> в своём классе.,https://vc.ru/tech/2336285-obzor-shlema-valve-steam-frame,Henry Developer,tech,332.58252,1
1,новый VR шлем Valve,"Valve представила VR-гарнитуру Steam Frame, новые модели Steam Machine и Steam Controller","<mark>Valve</mark> представила <mark>VR</mark>-<mark>гарнитуру</mark> Steam Frame, <mark>новые</mark> модели Steam Machine и Steam Controller | #новости #<mark>valve</mark> Беспроводной <mark>шлем</mark> <mark>виртуальной реальности</mark> со специальными контроллерами, который поддерживает «всю библиотеку Steam». | работает на процессоре Snapdragon 8 Series и 16 ГБ оперативной памяти, что «обеспечивает автономный запуск для постоянно увеличивающегося числа обычных и <mark>VR</mark>-<mark>игр</mark>",https://vc.ru/tech/2335278-valve-anonsirovala-vr-garnituru-steam-frame-i-novye-steam-machine,DTF,tech,146.59933,2
0,новый VR шлем Valve,"Главное за неделю: OpenAI Codex, Galaxy S25 Edge, отечественные авто в такси, ИИ в детских часах и взлом Steam (это не точно)","Слушайте <mark>новый</mark> выпуск, читайте и подписывайтесь на ForGeeks в Telegram. | Kandinsky 3D подойдёт дизайнерам, архитекторам, разработчикам игр, AR и <mark>VR</mark> — <mark>модели</mark> можно экспортировать в 3D-редакторы, визуализировать или подготовить | <mark>Новый</mark> стиль ближе к визуальной айдентике Google Gemini — ИИ-помощника компании.",https://vc.ru/tech/1991178-itogi-nedeli-openai-codex-galaxy-s25-edge,Сергей Кузнецов,tech,32.1484,3
1,новый VR шлем Valve,Как виртуальная реальность помогает преодолеть профессиональное выгорание: новые подходы к заботе о сотрудниках,"Как <mark>виртуальная реальность</mark> помогает преодолеть профессиональное выгорание: <mark>новые</mark> подходы к заботе о сотрудниках | Одно из самых перспективных направлений — использование технологий <mark>виртуальной реальности</mark> для быстрого восстановления и эмоциональной перезагрузки. | <mark>Виртуальная реальность</mark> позволяет буквально погрузить человека в другую <mark>реальность</mark> — безопасную, расслабляющую, успокаивающую.",https://vc.ru/future/1930310-professionalnoe-vygaranie-i-virtualnaya-realnost,Кристина,future,31.919155,4
0,новый VR шлем Valve,"Meta* показала прототипы VR-гарнитур с большей реалистичностью картинки и углом обзора, чем у Quest 3","Meta* показала прототипы <mark>VR</mark>-<mark>гарнитур</mark> с большей реалистичностью картинки и углом обзора, чем у Quest 3 | современными <mark>VR</mark>-<mark>гарнитурами</mark>, а поле зрения ограничено. | При этом форм-фактор и разрешение сопоставимы с современными потребительскими <mark>VR</mark>-<mark>гарнитурами</mark>, говорит Meta*.",https://vc.ru/tech/2145133-meta-prototipy-vr-garnitur-tiramisu-boba-3,Таня Боброва,tech,25.962868,5
0,новый VR шлем Valve,«Она просто собирает пыль»: владельцы Apple Vision Pro рассказали WSJ об опыте использования VR-гарнитуры,"«Она просто собирает пыль»: владельцы Apple Vision Pro рассказали WSJ об опыте использования <mark>VR</mark>-<mark>гарнитуры</mark> | В интервью некоторые пользователи признались, что AR-<mark>гарнитура</mark> в основном пылится без дела. | Вес Vision Pro составляет от 600 до 650 граммов в зависимости от конфигурации крепления — это значительно тяжелее по сравнению с другими AR-<mark>гарнитурами</mark>",https://vc.ru/tech/1992221-vladeltsy-apple-vision-pro-opyt-ispolzovaniya,DTF,tech,25.518337,6
0,новый VR шлем Valve,Новое исследование: VR-погружение в природу с запахами и звуками способствует снижению стресса,"<mark>Новое</mark> исследование: <mark>VR</mark>-<mark>погружение</mark> в природу с запахами и звуками способствует снижению стресса | Затем с помощью <mark>шлема</mark> <mark>виртуальной реальности</mark> участники оказывались в 360-градусном видео, снятом в природном заповеднике с лесом дугласовой пихты. | По их мнению, такие <mark>VR</mark>-<mark>сцены</mark> могут стать частью инфраструктуры заботы о психическом состоянии.",https://vc.ru/tech/2102004-vr-pogruzhenie-v-prirodu,AI Nerd,tech,24.923805,7
0,новый VR шлем Valve,"ИИ, VR и геймизация: почему 2025 год разорвет шаблонное обучение (и можно ли на этом заработать)","ИИ, <mark>VR</mark> и <mark>геймизация</mark>: почему 2025 год разорвет шаблонное обучение (и можно ли на этом заработать) | <mark>VR</mark>/<mark>AR</mark>: <mark>Учёба</mark> как игра в Cyberpunk 2077 <mark>VR</mark> — <mark>прорыв</mark> или дорогая игрушка для элиты? Тренд 3. | Японская <mark>VR</mark>-<mark>школа</mark> «Юси Кокусай»: Бесплатные <mark>гарнитуры</mark> для учеников из любой точки мира. Охват — 50 тыс. студентов.",https://vc.ru/future/1826275-ii-vr-i-geimizaciya-pochemu-2025-god-razorvet-shablonnoe-obuchenie-i-mozhno-li-na-etom-zarabotat,Про инфобиз и технологии,future,20.822975,8
0,новый VR шлем Valve,Массовые увольнения - наша новая реальность.,Массовые увольнения - наша <mark>новая</mark> <mark>реальность</mark>.,https://vc.ru/dev/2177457-massovye-uvolneniya-iz-za-ii-prognozy-i-posledstviya,Мобильный трудоголик,dev,14.494454,9
0,новый VR шлем Valve,💥 Метавселенные 2025: Как виртуальные миры станут новым интернетом,💥 Метавселенные 2025: Как <mark>виртуальные</mark> миры станут <mark>новым</mark> интернетом | Somnium Space · Уникальность: <mark>VR</mark>-<mark>первый</mark> подход · Технология: Полное погружение через <mark>VR</mark> · <mark>Экономика</mark>: Продажа аватаров и предметов · Перспектива: Клон Metaverse | /<mark>AR</mark> <mark>гарнитуры</mark> <mark>нового</mark> поколения · Нейроинтерфейсы (тестирование) · Голосовое управление Инфраструктура: · 6G сети (2027+) · Квантовые вычисления для симуляции,https://vc.ru/crypto/2291954-metavselennye-2025-investitsii-v-virtualnye-miry,Игорь Павленко,crypto,13.7542715,10
1,Telegram обновил дизайн iOS,"Telegram добавил дизайн с эффектом «жидкого стекла» в приложении для iOS, комментарии в групповых звонках и заметки к контактам","<mark>Telegram</mark> добавил <mark>дизайн</mark> с эффектом «жидкого стекла» в приложении для iOS, комментарии в групповых звонках и заметки к контактам | #новости #<mark>telegram</mark> <mark>Telegram обновил дизайн iOS</mark>-приложения — в стиле версии <mark>iOS</mark> 26 с эффектом «жидкого стекла». | Мессенджер <mark>обновил</mark> <mark>интерфейс</mark> отправки подарков: все доступные теперь отображаются в одном списке.",https://vc.ru/telegram/2267387-telegram-obnovil-dizajn-ios-26-zametki-i-kommentarii,Таня Боброва,telegram,189.25415,1
0,Telegram обновил дизайн iOS,Вышло обновление Telegram с музыкой и новым дизайном на Android,"Вышло обновление <mark>Telegram</mark> с музыкой и новым <mark>дизайном</mark> на Android | Только что вышла версия <mark>Telegram</mark> 12.0.0 в которой появилась возможность добавить музыку в профиль, новые темы для чатов на основе подарков, новый <mark>дизайн</mark> | Об остальных нововведениях читайте в официальном блоге <mark>Telegram</mark> Ладно. Про музыку тоже расскажу.",https://vc.ru/telegram/2189480-obnovlenie-telegram-12-0-0-muzyka-dizayn-temy-android,Ilya L,telegram,47.04114,2
1,Telegram обновил дизайн iOS,Новый дизайн Telegram и другие нововведения в мессенджере,"Новый <mark>дизайн</mark> <mark>Telegram</mark> и другие нововведения в мессенджере | В beta-версии <mark>Telegram</mark> на Android изменили некоторые элементы <mark>дизайна</mark>: поле ввода, нижние кнопки в каналах, группах, чатах и ботах. | Другие изменения в <mark>Telegram</mark>: Больше новостей в нашем <mark>Telegram</mark>-канале, подпишись! Прямые эфиры можно вести со своего профиля.",https://vc.ru/telegram/2301441-novyj-dizajn-telegram-i-funkcii-messendzhera,Технограм,telegram,45.971085,3
1,Telegram обновил дизайн iOS,Оформление Телеграм-канала. Главный тренд 2025 года,<mark>Оформление</mark> <mark>Телеграм</mark>-канала. Главный тренд 2025 года | И именно с неё и надо начинать свой путь в <mark>ТГ</mark>. | рады помочь. золотые правила продающего <mark>Телеграм</mark>-канала главный тренд в <mark>оформлении</mark> <mark>Телеграм</mark>-каналов в 2025 году почему это нужно бизнесу и как внедрить,https://vc.ru/telegram/1710159-oformlenie-telegram-kanala-glavnyi-trend-2025-goda,Александр Павлов,telegram,44.881443,4
1,Telegram обновил дизайн iOS,"Telegram обновился — сообщения каналам, обрезка голосовых и другие функции","<mark>Telegram</mark> <mark>обновился</mark> — сообщения каналам, обрезка голосовых и другие функции | Сообщения от подписчиков отображаются в новом <mark>интерфейсе</mark>, отдельно от личных чатов. | Для групп с темами доступен новый вариант <mark>интерфейса</mark> с вкладками.",https://vc.ru/telegram/2024777-obnovlenie-telegram-novye-funktsii-soobshcheniya-kanalam,Технограм,telegram,42.282967,5
0,Telegram обновил дизайн iOS,"Чем можно заменить Telegram: от платформ с API, ботами и группами до мессенджеров судного дня","Чем можно заменить <mark>Telegram</mark>: от платформ с <mark>API</mark>, ботами и группами до мессенджеров судного дня | и групповые обсуждения — существует несколько зрелых альтернатив <mark>Telegram</mark>. | Matrix + Element — протокол с REST <mark>API</mark> и SDK на Python, Go,JavaScript; поддерживает боты, мосты к <mark>Telegram</mark>/Slack/Discord,федерацию и E2EE.",https://vc.ru/services/2318638-alternativy-telegram-messendzhery-s-api-botami-i-privatnostyu,Aleksandr Shaman,services,34.309807,6
0,Telegram обновил дизайн iOS,"В Telegram Wallet добавили поддержку Ethereum, Solana, Dogecoin и других криптовалют","#новости #<mark>telegram</mark> Об обновлении рассказала команда <mark>Telegram</mark> Wallet. | В марте 2025 года <mark>Telegram</mark> Wallet <mark>обновил</mark> <mark>дизайн</mark>, добавил отдельный раздел раздел для торговли криптовалютами и ввёл бонусы за хранение активов. | В августе <mark>Telegram</mark> интегрировал кошелёк в <mark>интерфейс</mark> приложения и представил бета-версию некастодиального кошелька TON Spaces.",https://vc.ru/telegram/1884398-v-telegram-wallet-dobavili-podderzhku-ethereum-solana-dogecoin-i-drugih-kriptovalyut,Артур Томилко,telegram,18.794538,7
0,Telegram обновил дизайн iOS,💳 BotFather сам стал Mini App - теперь с оплатой прямо в Telegram,"<mark>Telegram</mark> <mark>обновил</mark> своего главного бота для разработчиков. | BotFather перестал быть просто «консолью разработчика» и стал полноценным инструментом для e-commerce в <mark>Telegram</mark>. | остаётся в <mark>Telegram</mark> — меньше трения, выше конверсия Гибкость для бизнеса — можно подключать локальные и глобальные платёжки 🚀 Что изменилось 🔑 Почему",https://vc.ru/telegram/2160056-botfather-stal-mini-app-s-oplatei-v-telegram,Иван Юдин,telegram,17.598095,8
0,Telegram обновил дизайн iOS,Telegram добавил возможность показывать в профиле музыку,#новости #<mark>telegram</mark> Пользователи могут добавлять в профиль песни из любых чатов: для этого нужно нажать на кнопку «Добавить в профиль» в медиаплеере или | Также мессенджер <mark>обновил</mark> <mark>дизайн</mark> профилей на Android. | Источник здесь и далее: <mark>Telegram</mark> Для этого нужно в настройках зажать нужную вкладку и затем нажать на «Сделать основной вкладкой»,https://vc.ru/telegram/2189477-telegram-dobavil-muzyku-v-profil,Таня Боброва,telegram,17.42414,9
0,Telegram обновил дизайн iOS,"Главное за неделю: OpenAI Codex, Galaxy S25 Edge, отечественные авто в такси, ИИ в детских часах и взлом Steam (это не точно)","Подводим итоги недели в подкасте <mark>Telegram</mark>-канала ForGeeks. | Слушайте новый выпуск, читайте и подписывайтесь на ForGeeks в <mark>Telegram</mark>. | Аккумулятор на 3900 мА·ч — компромисс ради <mark>дизайна</mark>, но энергоэффективность компенсирует объём. Старт продаж — 30 мая.",https://vc.ru/tech/1991178-itogi-nedeli-openai-codex-galaxy-s25-edge,Сергей Кузнецов,tech,17.2002,10
1,крипторынок восстановление 2025,Крипторынок набрал $170 млрд за неделю: постепенное восстановление после обвала,"<mark>Крипторынок</mark> набрал $170 млрд за неделю: постепенное <mark>восстановление</mark> после обвала | Рост на $170 млрд за неделю показывает, что <mark>крипторынок</mark> готов к новому этапу активности. | Важно понимать, что <mark>восстановление</mark> идёт постепенно, и резких скачков ожидать пока не стоит.",https://vc.ru/crypto/2299194-kriptorynok-vosstanovilsya-na-170-mlrd,Александр Белов,crypto,54.53942,1
1,крипторынок восстановление 2025,"Крипторынок под давлением: биткоин теряет уровень $100 000, но аналитики видят признаки восстановления","<mark>Крипторынок</mark> под давлением: биткоин теряет уровень $100 000, но аналитики видят признаки <mark>восстановления</mark>",https://vc.ru/crypto/2325517-kriptorynok-bitkoin-nizhe-100000,Blog X,crypto,47.95848,2
1,крипторынок восстановление 2025,«Чего не хватает биткоину для роста? Разбор от маркетмейкера Wintermute»,Что делать прямо сейчас: Главное: <mark>Крипторынок</mark> не умер — он перешёл в фазу зрелости. | Почему <mark>крипторынок</mark> теряет ликвидность? 3 главных причины Что поддерживает <mark>крипторынок</mark>? Когда ждать <mark>восстановления</mark>? Что говорят эксперты?,https://vc.ru/crypto/2328208-pochemu-bitkoin-ne-rastet-analiz-ot-wintermute,Игорь Павленко,crypto,21.303352,3
1,крипторынок восстановление 2025,Toncoin теряет позиции: причины падения и шансы на возвращение в топ,"В ночь с 10 на 11 октября 2025 года <mark>крипторынок</mark> пережил одно из крупнейших падений за последние 12 месяцев: за несколько часов ликвидации достигли рекордных | Если стратегия TON по наращиванию резервов будет продолжена, у Toncoin сохраняются долгосрочные шансы на <mark>восстановление</mark> и рост.",https://vc.ru/crypto/2336764-toncoin-teryaet-pozitsii-na-kriptorynke,BestChange.ru,crypto,19.722467,4
1,крипторынок восстановление 2025,Coinbase о рекордных ликвидациях: перезагрузка крипторынка и прогнозы на будущее,"пролог к средне- и долгосрочному подъему, чем сигнал к ослаблению», Они ожидают, что полная стабилизация рынка займет два-три месяца, а постепенное <mark>восстановление</mark> | Вилли Ву, отметил, что в течение ближайших двух недель может наблюдаться рост курса биткоина, чему способствует увеличенный приток ликвидности в <mark>крипторынок</mark>",https://vc.ru/crypto/2329956-coinbase-o-likvidatsiyakh-na-kriptoryinke,Криптариум,crypto,19.48225,5
1,крипторынок восстановление 2025,"Обзор динамики биткойна, эфира и стейблкоинов в условиях глобальной неопределённости","Биткойн пережил бурную неделю: <mark>крипторынок</mark> продолжает усваивать последствия краха на 20 миллиардов долларов за выходные. | В дополнение, альткоины демонстрируют признаки осторожного <mark>восстановления</mark> после сильных падений.",https://vc.ru/crypto/2281506-dinamika-bitkoina-efira-i-stejblkoinov,Blog X,crypto,18.48399,6
0,крипторынок восстановление 2025,Осень 2025: анализ крупнейшего падения за последние годы,"В ночь на 11 октября 2025 года <mark>крипторынок</mark> столкнулся с крупнейшим за всю историю падением. | Эксперты отмечают, что текущее <mark>восстановление</mark> может свидетельствовать о возвращении осторожного оптимизма среди инвесторов.",https://vc.ru/crypto/2291412-kriptorynok-osen-2025-krupneyshee-padenie,BestChange.ru,crypto,18.368982,7
0,крипторынок восстановление 2025,«Крупные держатели сбрасывают биткоин: что стоит за распродажами на $45 млрд?»,В октябре 2025 года <mark>крипторынок</mark> столкнулся с масштабными распродажами биткоина. | Готовьтесь к долгому боковику — <mark>восстановление</mark> может занять месяцы. Используйте аналитику вместо слухов.,https://vc.ru/crypto/2320573-prichiny-rasprodazh-bitkoina,Игорь Павленко,crypto,15.33994,8
1,создание длинных видео Sora,Создание длинных видео в нейросети Sora 2 Storyboard,"<mark>Создание</mark> <mark>длинных</mark> <mark>видео</mark> в нейросети Sora 2 Storyboard | <mark>Sora</mark> 2 Storyboard — нейросеть для <mark>создания</mark> <mark>видео</mark>, где длительность может достигать 25 секунд. | В обычном <mark>видео</mark>-генераторе <mark>Sora</mark> 2 максимальная <mark>длина</mark> ролика — 15 секунд. Об этом писали в новостях.",https://vc.ru/ai/2305780-sozdanie-dlinnyh-video-v-sora-2-storyboard,YES Ai Bot,ai,73.47768,1
0,создание длинных видео Sora,Почему нам всё труднее читать книги и смотреть длинные видео?,"Почему нам всё труднее читать книги и смотреть <mark>длинные</mark> <mark>видео</mark>? | Короткие <mark>видео</mark> по 15 секунд постепенно «поедают» наше время и наш мозг. | Вы замечаете, что <mark>длинные</mark> <mark>видео</mark> или книги уже не вызывают интереса — мозгу гораздо приятнее мгновенные стимулы.",https://vc.ru/future/2183172-kak-klipovoe-myshlenie-menyaet-zhizn-cheloveka,Мирельская,future,45.996323,2
1,создание длинных видео Sora,Нейросети для создания видео: самый подробный гайд по топовым AI-сервисам,Нейросети для <mark>создания</mark> <mark>видео</mark>: самый подробный гайд по топовым AI-сервисам | <mark>Длинные</mark> или 4K-<mark>видео</mark> редкость и требуют колоссальных ресурсов. | Современные AI-инструменты для <mark>создания</mark> <mark>видео</mark> умеют многое. Через пару минут вы получаете короткое <mark>видео</mark> этой сцены.,https://vc.ru/ai/2317620-neyroseti-dlya-video-gajd-po-luchshim-ai-servisam,ИИ слезам не верит,ai,38.08995,3
0,создание длинных видео Sora,Hailuo AI Minimax: Руководство по созданию видео с помощью ИИ,"Hailuo AI Minimax: Руководство по <mark>созданию</mark> <mark>видео</mark> с помощью ИИ | Узнайте, как Hailuo AI Minimax революционизирует <mark>создание</mark> <mark>видео</mark> с помощью ИИ. | Запущенный в сентябре 2024 года, этот инструмент для <mark>создания</mark> <mark>видео</mark> из текста позволяет пользователям создавать динамичные шестисекундные видеоролики из",https://vc.ru/midjourney/1596710-hailuo-ai-minimax-rukovodstvo-po-sozdaniyu-video-s-pomoshyu-ii,Роман Шарафутдинов,midjourney,34.820877,4
0,создание длинных видео Sora,Telegram объявил конкурс по созданию коротких видео о «превосходстве» над WhatsApp* с призовым фондом в $50 тысяч,"Telegram объявил конкурс по <mark>созданию</mark> коротких <mark>видео</mark> о «превосходстве» над WhatsApp* с призовым фондом в $50 тысяч | Задача — создать <mark>видео</mark>, которое «подчеркивает инновационное лидерство Telegram по сравнению с WhatsApp*». | <mark>Длина</mark> ролика — не больше 180 секунд. Озвучка и текст должны быть на английском языке.",https://vc.ru/telegram/1988221-konkurs-telegram-video-o-prevoskhodstve-nad-whatsapp,Артур Томилко,telegram,30.781712,5
0,создание длинных видео Sora,Этот AI-сервис обещает «виральную» рекламу из одного фото. Построен на «Sora 2»? Личный тест Topview AI,"<mark>Sora</mark> 2. Тут я, конечно, напрягся. <mark>Sora</mark> 2 от OpenAI еще даже не анонсировали, а у них уже «построено». | Topview AI — это не про <mark>создание</mark> одного шедеврального, «вирального» ролика для имиджевой кампании. Это завод по производству <mark>видео</mark>-контента. | Дают 10 кредитов (хватит «пощупать»), но есть два жирных «но»: <mark>видео</mark> с вотермаркой и максимальная <mark>длина</mark> 15 секунд. Для теста — ок, для дела — нет.",https://vc.ru/ai/2333645-topview-ai-sozdanie-viralnyh-video-iz-foto,Александр Соколов,ai,21.341953,6
0,создание длинных видео Sora,"16 нейросетей, которые завирусились в соцсетях в сентябре 2025 г. Выпуск тринадцатый","Бесплатно можно генерировать до 100 <mark>видео</mark> <mark>длиной</mark> до 10 секунд. Пока доступ через приглашение, тут Ася Карпова оставила инструкцию. | Дальше <mark>Sora</mark> создаст цифрового двойника, которого можно использовать в своих <mark>видео</mark>. | <mark>Sora</mark> 2 — новый генератор <mark>видео</mark> от OpenAI 2. 300+ промтов OpenAI для бизнеса и специалистов 3. Lucy Edit — простой ИИ-редактор <mark>видео</mark> 4.",https://vc.ru/ai/2255518-16-populyarnykh-neyrosetey-sentyabrya-2025-goda,Алексей Бегин,ai,20.94342,7
0,создание длинных видео Sora,Как создавать многосюжетные видео с помощью Veo 3.1,"Подробное руководство по <mark>созданию</mark> ИИ-<mark>видео</mark>, которые станут вирусными. | Помимо несоответствия качества, <mark>создание</mark> ИИ-<mark>видео</mark> - удовольствие не из дешевых. | <mark>Создание</mark> изображений и <mark>видео</mark> доступно на платформе invideo. Вам не обязательно использовать для этого отдельные инструменты.",https://vc.ru/ai/2317709-sozdanie-mnogosyuzhetnykh-video-s-veo-3-1,NeuroЭнтузиаст,ai,19.410837,8
0,создание длинных видео Sora,"ChatGPT стал полноценной платформой. OpenAI DevDay 2025. Приложения в ChatGPT, AgentKit, Codex GA и обновления моделей","AgentKit - визуальный конструктор для <mark>создания</mark> цепочек диалогов, управления приватностью, обработки данных и интеграции сторонних сервисов. | <mark>Sora</mark> 2 - новая версия генератора <mark>видео</mark> с прозрачным ценообразованием и возможностями синхронизации звука, управления <mark>длинной</mark> и разрешением. | <mark>Sora</mark> 2 Pro - для топ-клиентов в пилоте (от $0,10 до $0,50 за секунду <mark>видео</mark>).",https://vc.ru/chatgpt/2259520-openai-devday-2025-novye-prilozheniya-chatgpt-agentkit-i-codex,Павликов про Айти,chatgpt,19.264074,9
0,создание длинных видео Sora,Китайская MiniMax выпустила ИИ-модель для генерации музыки Music 2.0 с поддержкой русского языка,"Тест vc.ru Компания заявляет, что MiniMax Music 2.0 создаёт аудио <mark>длиной</mark> до пяти минут с «реалистичным» и «эмоциональным» вокалом. | На <mark>создание</mark> одной песни уйдёт 300 кредитов вне зависимости от <mark>длины</mark> трека. Бесплатно дают 10 тысяч кредитов в месяц. | MiniMax — китайский разработчик ИИ-сервисов для генерации <mark>видео</mark> и изображений.",https://vc.ru/ai/2311494-minimax-vypustila-ii-model-music-2-0,Ася Карпова,ai,18.975233,10
1,блокировка SIM карт роуминг,"«Период охлаждения» российских SIM-карт — что это значит, для чего нужно и как снять блокировку","«Период охлаждения» российских <mark>SIM-карт</mark> — что это значит, для чего нужно и как снять <mark>блокировку</mark> | В рамках этого механизма SMS и мобильный интернет на сутки блокируют на <mark>SIM-картах</mark>, которые использовали в международном <mark>роуминге</mark> или были неактивны в | Работать <mark>блокировка</mark> будет, даже если <mark>SIM-карта</mark> ненадолго «вышла» из российской сети и потом «зашла» в неё — например, у пассажиров поездов в Калининградскую",https://vc.ru/services/2332589-period-ohlazhdeniya-sim-kart-v-rossii,Евгения Евсеева,services,223.05739,1
0,блокировка SIM карт роуминг,eSim: зачем нужна встроенная SIM-карта и как её подключить,"eSim: зачем нужна встроенная <mark>SIM-карта</mark> и как её подключить | И ни одной пластиковой <mark>симки. eSim</mark> — встроенный в устройство на этапе производства модуль, который работает как обычная <mark>SIM-карта</mark>: позволяет звонить, отправлять | (расшифровывается как embedded SIM, встроенная <mark>сим-карта</mark>) — это виртуальный профиль <mark>сим-карты</mark>, «записанный» на чип eUICC.",https://vc.ru/tech/2077873-esim-preimushchestva-vstroennoy-sim-karty-i-kak-ee-podklyuchit,Виктор Скляр,tech,220.83447,2
1,блокировка SIM карт роуминг,Иностранные операторы сообщили о блокировке интернета на их SIM-картах в течение суток после въезда в Россию,"Иностранные операторы сообщили о <mark>блокировке</mark> интернета на их <mark>SIM-картах</mark> в течение суток после въезда в Россию | В МТС и A1 уточнили, что при отсутствии активности по зарегистрированной в сети <mark>SIM-карте</mark> в течение трёх дней после снятия <mark>блокировки</mark> её применят снова | Минцифры России временную <mark>блокировку</mark> иностранных <mark>SIM-карт</mark> не комментировало.",https://vc.ru/services/2260295-blokirovka-interneta-na-inostrannyh-sim-kartah,Таня Боброва,services,214.37576,3
