relevance,query,title,highlight,url,author,section,score,rank_position
1,новый VR шлем Valve,"Valve представила VR-гарнитуру Steam Frame, новые модели Steam Machine и Steam Controller","<mark>Valve</mark> представила <mark>VR</mark>-<mark>гарнитуру</mark> Steam Frame, <mark>новые</mark> модели Steam Machine и Steam Controller | #новости #<mark>valve</mark> Беспроводной <mark>шлем</mark> <mark>виртуальной реальности</mark> со специальными контроллерами, который поддерживает «всю библиотеку Steam». | В комплекте со Steam Frame идёт адаптер с частотой 6 ГГц, использующий технологию Plug and Play с выделенными каналами связи под обычную и <mark>VR</mark>-<mark>трансляции</mark>",https://vc.ru/tech/2335278-valve-anonsirovala-vr-garnituru-steam-frame-i-novye-steam-machine,DTF,tech,160.19797,1
1,новый VR шлем Valve,Что не так с новым шлемом от Valve Steam Frame,Что не так с <mark>новым</mark> <mark>шлемом</mark> от <mark>Valve</mark> Steam Frame | #<mark>vr</mark> #<mark>vr_гарнитура</mark> <mark>Шлем</mark> стал легче — это плюс. | Конструкция Экран и оптика Контроллеры Подключение к ПК Камеры и трекинг Совместимость игр Подход <mark>Valve</mark> Общие впечатления Steam Frame — <mark>новый VR-шлем Valve</mark>,https://vc.ru/tech/2336285-obzor-shlema-valve-steam-frame,Henry Developer,tech,153.62108,2
0,новый VR шлем Valve,Новое исследование: VR-погружение в природу с запахами и звуками способствует снижению стресса,"<mark>Новое</mark> исследование: <mark>VR</mark>-<mark>погружение</mark> в природу с запахами и звуками способствует снижению стресса | Затем с помощью <mark>шлема</mark> <mark>виртуальной реальности</mark> участники оказывались в 360-градусном видео, снятом в природном заповеднике с лесом дугласовой пихты. | По их мнению, такие <mark>VR</mark>-<mark>сцены</mark> могут стать частью инфраструктуры заботы о психическом состоянии.",https://vc.ru/tech/2102004-vr-pogruzhenie-v-prirodu,AI Nerd,tech,54.70298,3
0,новый VR шлем Valve,Как виртуальная реальность помогает преодолеть профессиональное выгорание: новые подходы к заботе о сотрудниках,Как <mark>виртуальная реальность</mark> помогает преодолеть профессиональное выгорание: <mark>новые</mark> подходы к заботе о сотрудниках | Ярким примером интеграции <mark>VR</mark> в <mark>корпоративное</mark> и медицинское пространство является платформа Relax <mark>VR</mark>. | Преимущества <mark>VR</mark>-<mark>терапии</mark>: Relax <mark>VR</mark> — <mark>российская</mark> разработка в действии Как внедрить <mark>VR</mark> в <mark>корпоративную</mark> культуру Перспективы развития: что дальше?,https://vc.ru/future/1930310-professionalnoe-vygaranie-i-virtualnaya-realnost,Кристина,future,54.70298,4
0,новый VR шлем Valve,"ИИ, VR и геймизация: почему 2025 год разорвет шаблонное обучение (и можно ли на этом заработать)","ИИ, <mark>VR</mark> и <mark>геймизация</mark>: почему 2025 год разорвет шаблонное обучение (и можно ли на этом заработать) | <mark>VR</mark>/<mark>AR</mark>: <mark>Учёба</mark> как игра в Cyberpunk 2077 <mark>VR</mark> — <mark>прорыв</mark> или дорогая игрушка для элиты? Тренд 3. | <mark>VR</mark> <mark>vs</mark>. реальный класс: где учиться эффективнее? Геймификация — это прокрастинация или суперсила?",https://vc.ru/future/1826275-ii-vr-i-geimizaciya-pochemu-2025-god-razorvet-shablonnoe-obuchenie-i-mozhno-li-na-etom-zarabotat,Про инфобиз и технологии,future,46.673187,5
0,новый VR шлем Valve,"Meta* показала прототипы VR-гарнитур с большей реалистичностью картинки и углом обзора, чем у Quest 3","Meta* показала прототипы <mark>VR</mark>-<mark>гарнитур</mark> с большей реалистичностью картинки и углом обзора, чем у Quest 3 | современными <mark>VR</mark>-<mark>гарнитурами</mark>, а поле зрения ограничено. | Boba 3 весит 840 граммов, прототип Boba 3 <mark>VR</mark> — <mark>660</mark> граммов.",https://vc.ru/tech/2145133-meta-prototipy-vr-garnitur-tiramisu-boba-3,Таня Боброва,tech,44.36763,6
0,новый VR шлем Valve,«Она просто собирает пыль»: владельцы Apple Vision Pro рассказали WSJ об опыте использования VR-гарнитуры,"«Она просто собирает пыль»: владельцы Apple Vision Pro рассказали WSJ об опыте использования <mark>VR</mark>-<mark>гарнитуры</mark> | В интервью некоторые пользователи признались, что AR-<mark>гарнитура</mark> в основном пылится без дела. | В апреле 2025-го инсайдер Apple Марк Гурман рассказал, что компания готовит к выпуску более дешёвую и лёгкую <mark>VR</mark>-<mark>гарнитуру</mark>. Она просто собирает пыль.",https://vc.ru/tech/1992221-vladeltsy-apple-vision-pro-opyt-ispolzovaniya,DTF,tech,43.299484,7
0,новый VR шлем Valve,Массовые увольнения - наша новая реальность.,Массовые увольнения - наша <mark>новая</mark> <mark>реальность</mark>.,https://vc.ru/dev/2177457-massovye-uvolneniya-iz-za-ii-prognozy-i-posledstviya,Мобильный трудоголик,dev,28.601677,8
0,новый VR шлем Valve,💥 Метавселенные 2025: Как виртуальные миры станут новым интернетом,💥 Метавселенные 2025: Как <mark>виртуальные</mark> миры станут <mark>новым</mark> интернетом | Somnium Space · Уникальность: <mark>VR</mark>-<mark>первый</mark> подход · Технология: Полное погружение через <mark>VR</mark> · <mark>Экономика</mark>: Продажа аватаров и предметов · Перспектива: Клон Metaverse | 2025-2026: Социальные: · <mark>Виртуальные</mark> рабочие пространства · Цифровая мода и идентичность · Образование через <mark>VR</mark> <mark>Экономические</mark>: · Стейкинг <mark>виртуальных</mark>,https://vc.ru/crypto/2291954-metavselennye-2025-investitsii-v-virtualnye-miry,Игорь Павленко,crypto,27.003853,9
0,новый VR шлем Valve,eSIM - современная технология виртуальной сим-карты для новых гаджетов,eSIM - современная технология <mark>виртуальной</mark> сим-карты для <mark>новых</mark> гаджетов,https://vc.ru/links/325084-esim-sovremennaya-tehnologiya-virtualnoi-sim-karty-dlya-novyh-gadzhetov,Сергей Иванов,links,27.003853,10
1,Telegram обновил дизайн iOS,"Telegram добавил дизайн с эффектом «жидкого стекла» в приложении для iOS, комментарии в групповых звонках и заметки к контактам","<mark>Telegram</mark> добавил <mark>дизайн</mark> с эффектом «жидкого стекла» в приложении для <mark>iOS</mark>, комментарии в групповых звонках и заметки к контактам | #новости #<mark>telegram</mark> <mark>Telegram обновил дизайн iOS</mark>-приложения — в стиле версии <mark>iOS</mark> 26 с эффектом «жидкого стекла». | Источник здесь и далее: <mark>Telegram</mark> Чтобы отправить комментарий или реакцию, нужно нажать на «Сообщение».",https://vc.ru/telegram/2267387-telegram-obnovil-dizajn-ios-26-zametki-i-kommentarii,Таня Боброва,telegram,92.73357,1
0,Telegram обновил дизайн iOS,Вышло обновление Telegram с музыкой и новым дизайном на Android,"Вышло обновление <mark>Telegram</mark> с музыкой и новым <mark>дизайном</mark> на Android | Только что вышла версия <mark>Telegram</mark> 12.0.0 в которой появилась возможность добавить музыку в профиль, новые темы для чатов на основе подарков, новый <mark>дизайн</mark> | В <mark>Telegram</mark> добавили десятки новых динамических обоев для чатов, основанных на NFT подарках.",https://vc.ru/telegram/2189480-obnovlenie-telegram-12-0-0-muzyka-dizayn-temy-android,Ilya L,telegram,74.06094,2
0,Telegram обновил дизайн iOS,"Главное за неделю: iOS 26, Grok в Telegram, ИИ Natasha, самый тонкий Dyson, WhatsApp для iPad и Cyberpunk 2","Главное за неделю: <mark>iOS</mark> 26, Grok в <mark>Telegram</mark>, ИИ Natasha, самый тонкий Dyson, WhatsApp для iPad и Cyberpunk 2 | Подводим итоги недели в подкасте <mark>Telegram</mark>-канала ForGeeks. | Слушайте новый выпуск, читайте и подписывайтесь на ForGeeks в <mark>Telegram</mark>.",https://vc.ru/tech/2018234-glavnye-novosti-nedeli-ios-26-grok-v-telegram,Сергей Кузнецов,tech,53.51171,3
1,Telegram обновил дизайн iOS,"Главное за неделю: ограничение звонок в WhatsApp и Telegram, миссия NASA на Луну, кризис в Kodak, игры человекоподобных роботов в Пекине","Главное за неделю: ограничение звонок в WhatsApp и <mark>Telegram</mark>, миссия NASA на Луну, кризис в Kodak, игры человекоподобных роботов в Пекине | Подводим итоги недели в подкасте <mark>Telegram</mark>-канала ForGeeks. | Слушайте новый выпуск, читайте и подписывайтесь на ForGeeks в <mark>Telegram</mark>.",https://vc.ru/tech/2160334-novosti-nedeli-ogranicheniya-v-whatsapp-i-telegram,Сергей Кузнецов,tech,50.710365,4
0,Telegram обновил дизайн iOS,"Чем можно заменить Telegram: от платформ с API, ботами и группами до мессенджеров судного дня","Чем можно заменить <mark>Telegram</mark>: от платформ с API, ботами и группами до мессенджеров судного дня | Matrix + Element — протокол с REST API и SDK на Python, Go,JavaScript; поддерживает боты, мосты к <mark>Telegram</mark>/Slack/Discord,федерацию и E2EE. | Постепенный отход пользователей от <mark>Telegram</mark>, WhatsApp и WeChat связан не только с приватностью.",https://vc.ru/services/2318638-alternativy-telegram-messendzhery-s-api-botami-i-privatnostyu,Aleksandr Shaman,services,49.54081,5
1,Telegram обновил дизайн iOS,"Главное за неделю: OpenAI Codex, Galaxy S25 Edge, отечественные авто в такси, ИИ в детских часах и взлом Steam (это не точно)","Подводим итоги недели в подкасте <mark>Telegram</mark>-канала ForGeeks. | Слушайте новый выпуск, читайте и подписывайтесь на ForGeeks в <mark>Telegram</mark>.",https://vc.ru/tech/1991178-itogi-nedeli-openai-codex-galaxy-s25-edge,Сергей Кузнецов,tech,48.76332,6
0,Telegram обновил дизайн iOS,"Главное за неделю: Google Pixel 10, предустановка Max, Gamescom 2025, MR-очки Vivo и обновление Deepseek","Подводим итоги недели в подкасте <mark>Telegram</mark>-канала ForGeeks. | приложения будут с сентября в телефонах, что показали на Gamescom в Кёльне и многое другое Слушайте новый выпуск, читайте и подписывайтесь на ForGeeks в <mark>Telegram</mark>",https://vc.ru/tech/2175045-itogi-nedeli-google-pixel-10-max-gamescom-2025,Сергей Кузнецов,tech,37.420223,7
0,Telegram обновил дизайн iOS,"Главное за неделю: новинки Apple WWDC 2025, умные очки Snapchat, автоматические поворотники в BMW, анонс Huawei Pura 80","Подводим итоги недели в подкасте <mark>Telegram</mark>-канала ForGeeks. | Слушайте новый выпуск, читайте и подписывайтесь на ForGeeks в <mark>Telegram</mark>.",https://vc.ru/tech/2042048-glavnye-novosti-nedeli-apple-wwdc-2025,Сергей Кузнецов,tech,36.287903,8
1,Telegram обновил дизайн iOS,"Telegram обновился — сообщения каналам, обрезка голосовых и другие функции","<mark>Telegram</mark> <mark>обновился</mark> — сообщения каналам, обрезка голосовых и другие функции | Подписывайся на наш <mark>Telegram</mark> канал! Сообщения каналам Редактирование голосовых сообщений Улучшенное качество фотографий Остальные нововведения",https://vc.ru/telegram/2024777-obnovlenie-telegram-novye-funktsii-soobshcheniya-kanalam,Технограм,telegram,31.233047,9
1,Telegram обновил дизайн iOS,Новый дизайн Telegram и другие нововведения в мессенджере,"Новый <mark>дизайн</mark> <mark>Telegram</mark> и другие нововведения в мессенджере | В beta-версии <mark>Telegram</mark> на Android изменили некоторые элементы <mark>дизайна</mark>: поле ввода, нижние кнопки в каналах, группах, чатах и ботах. | Другие изменения в <mark>Telegram</mark>: Больше новостей в нашем <mark>Telegram</mark>-канале, подпишись! Прямые эфиры можно вести со своего профиля.",https://vc.ru/telegram/2301441-novyj-dizajn-telegram-i-funkcii-messendzhera,Технограм,telegram,29.65983,10
1,крипторынок восстановление 2025,«Чего не хватает биткоину для роста? Разбор от маркетмейкера Wintermute»,Пример: в <mark>2024</mark>–<mark>2025</mark> гг. халвинг не вызвал ожидаемого ралли. | Почему <mark>крипторынок</mark> теряет ликвидность? 3 главных причины Что поддерживает <mark>крипторынок</mark>? Когда ждать <mark>восстановления</mark>? Что говорят эксперты?,https://vc.ru/crypto/2328208-pochemu-bitkoin-ne-rastet-analiz-ot-wintermute,Игорь Павленко,crypto,62.262657,1
1,крипторынок восстановление 2025,Осень 2025: анализ крупнейшего падения за последние годы,"Осень <mark>2025</mark>: анализ крупнейшего падения за последние годы | В ночь на 11 октября <mark>2025</mark> года <mark>крипторынок</mark> столкнулся с крупнейшим за всю историю падением. | По состоянию на 13 октября <mark>2025</mark> года большинство ведущих цифровых активов сумели отыграть часть падения, однако <mark>восстановление</mark> остается неоднородным.",https://vc.ru/crypto/2291412-kriptorynok-osen-2025-krupneyshee-padenie,BestChange.ru,crypto,54.625275,2
1,крипторынок восстановление 2025,«Крупные держатели сбрасывают биткоин: что стоит за распродажами на $45 млрд?»,"В октябре <mark>2025</mark> года <mark>крипторынок</mark> столкнулся с масштабными распродажами биткоина. | Фиксация прибылиПосле роста BTC в середине <mark>2025</mark> года многие холдеры решили «забрать» прибыль.Особенно актуально для монет, купленных на спаде <mark>2022</mark>–<mark>2023</mark>",https://vc.ru/crypto/2320573-prichiny-rasprodazh-bitkoina,Игорь Павленко,crypto,47.9982,3
1,крипторынок восстановление 2025,Toncoin теряет позиции: причины падения и шансы на возвращение в топ,"В ночь с 10 на 11 октября <mark>2025</mark> года <mark>крипторынок</mark> пережил одно из крупнейших падений за последние 12 месяцев: за несколько часов ликвидации достигли рекордных | Еще в <mark>2024</mark> году он лидировал по темпам роста среди блокчейн-экосистем, однако к октябрю <mark>2025</mark> года выбыл из топ-20 криптовалют, а его капитализация сократилась",https://vc.ru/crypto/2336764-toncoin-teryaet-pozitsii-na-kriptorynke,BestChange.ru,crypto,47.763317,4
1,крипторынок восстановление 2025,⚡ Шок 12 октября: Почему крипторынок потерял $200 миллиардов за сутки,"⚡ Шок 12 октября: Почему <mark>крипторынок</mark> потерял $200 миллиардов за сутки | Рыночная психология Индекс страха и жадности упал до 15 пунктов - минимального значения с декабря <mark>2022</mark> года. 💰 Советы от профессиональных трейдеров: · | Ключевой уровень для <mark>восстановления</mark> - $57,800. А как вы переживаете текущую коррекцию? Поделитесь своей стратегией в комментариях!",https://vc.ru/crypto/2270250-kriptorynok-poterjal-200-milliardov-12-oktyabrya,Игорь Павленко,crypto,43.255272,5
1,крипторынок восстановление 2025,Крипторынок набрал $170 млрд за неделю: постепенное восстановление после обвала,"<mark>Крипторынок</mark> набрал $170 млрд за неделю: постепенное <mark>восстановление</mark> после обвала | Рост на $170 млрд за неделю показывает, что <mark>крипторынок</mark> готов к новому этапу активности. | Важно понимать, что <mark>восстановление</mark> идёт постепенно, и резких скачков ожидать пока не стоит.",https://vc.ru/crypto/2299194-kriptorynok-vosstanovilsya-na-170-mlrd,Александр Белов,crypto,40.154102,6
1,крипторынок восстановление 2025,Биткоин восстанавливается после падения: что ждет рынок дальше? Актуальные новости на 6 ноября 2025 года,"Биткоин восстанавливается после падения: что ждет рынок дальше? Актуальные новости на 6 ноября <mark>2025</mark> года | трейдеры воспользовались значительно сниженными ценами, хотя экономическая неопределенность и снижение ожиданий по сокращению ставок ограничили <mark>восстановление</mark> | Более широкие цены на криптовалюты отслеживали <mark>восстановление</mark> биткоина, хотя они все еще несли значительные потери на этой неделе, поскольку аппетит к",https://vc.ru/crypto/2322334-bitkoin-vosstanavlivaetsya-posle-padeniya,Криптариум,crypto,37.445164,7
1,крипторынок восстановление 2025,🔍 Глубинный анализ: Почему следующие 2 недели определят будущее крипторынка на 2026 год,🔍 Глубинный анализ: Почему следующие 2 недели определят будущее <mark>крипторынка</mark> на <mark>2026</mark> год | 📅 Ключевые события октября-ноября <mark>2025</mark>: 1. | Увеличение доли стейблкоинов до 60% · Закрытие маржинальных позиций · Фокусировка на DeFi-протоколах с сильной фундаменталой 📈 Перспективные активы для <mark>восстановления</mark>,https://vc.ru/crypto/2279984-analiz-kriptorynka-na-2026-god,Игорь Павленко,crypto,37.44243,8
1,крипторынок восстановление 2025,Почему октябрь стал провальным для биткоина и чего ждать от ноября — мнение экспертов,"Даже в периоды коррекции конце года часто наблюдалось <mark>восстановление</mark>. | Исторически октябрь был одним из самых успешных месяцев для биткоина, но в <mark>2025</mark> году курс упал около 3%.",https://vc.ru/crypto/2320363-pochemu-oktyabr-stal-provalnym-dlya-bitkoina-i-prognoz-na-noyabr,Криптариум,crypto,35.292343,9
1,крипторынок восстановление 2025,"Крипторынок под давлением: биткоин теряет уровень $100 000, но аналитики видят признаки восстановления","<mark>Крипторынок</mark> под давлением: биткоин теряет уровень $100 000, но аналитики видят признаки <mark>восстановления</mark> | Однако для устойчивого <mark>восстановления</mark> монете нужно преодолеть сопротивления $4 070 и $4 240, чтобы открыть путь к $4 500 и выше. | По мере снижения волатильности эксперты ожидают боковую динамику и постепенное <mark>восстановление</mark>, чему будет способствовать улучшение макроэкономического",https://vc.ru/crypto/2325517-kriptorynok-bitkoin-nizhe-100000,Blog X,crypto,35.17402,10
1,создание длинных видео Sora,Создание длинных видео в нейросети Sora 2 Storyboard,"<mark>Создание</mark> <mark>длинных</mark> <mark>видео</mark> в нейросети <mark>Sora</mark> 2 Storyboard | <mark>Sora</mark> 2 Storyboard — нейросеть для <mark>создания</mark> <mark>видео</mark>, где длительность может достигать 25 секунд. | В обычном <mark>видео</mark>-генераторе <mark>Sora</mark> 2 максимальная <mark>длина</mark> ролика — 15 секунд. Об этом писали в новостях.",https://vc.ru/ai/2305780-sozdanie-dlinnyh-video-v-sora-2-storyboard,YES Ai Bot,ai,135.9415,1
1,создание длинных видео Sora,Sora от OpenAI: Что на самом деле стоит за хайпом и есть ли кто-то круче?,"<mark>Sora</mark> от OpenAI: Что на самом деле стоит за хайпом и есть ли кто-то круче? | Хотите <mark>создать</mark> что-то уникальное? <mark>Sora</mark> позволяет воплотить самые смелые идеи, которые часто выходят за рамки стандартных стоковых <mark>видео</mark>. | Но есть и светлая сторона Какие <mark>видео</mark> лучше всего <mark>создаёт</mark> <mark>Sora</mark>? Проблемы с физикой и движением: что не так? Есть ли кто-то круче?",https://vc.ru/future/1715953-sora-ot-openai-chto-na-samom-dele-stoit-za-haipom-i-est-li-kto-to-kruche,Виталий Гульчеев,future,64.795746,2
1,создание длинных видео Sora,Нейросети для создания видео: самый подробный гайд по топовым AI-сервисам,Нейросети для <mark>создания</mark> <mark>видео</mark>: самый подробный гайд по топовым AI-сервисам | <mark>Длинные</mark> или 4K-<mark>видео</mark> редкость и требуют колоссальных ресурсов. | с помощью Kling 2.1 <mark>Видео</mark> с помощью Veo 3.1 (DeepMind) <mark>Видео</mark> с помощью OpenAI <mark>Sora</mark> 1.0 <mark>Видео</mark> с помощью Seedance 1.0 <mark>Видео</mark> с помощью MidJourney Video (,https://vc.ru/ai/2317620-neyroseti-dlya-video-gajd-po-luchshim-ai-servisam,ИИ слезам не верит,ai,64.24929,3
1,создание длинных видео Sora,Этот AI-сервис обещает «виральную» рекламу из одного фото. Построен на «Sora 2»? Личный тест Topview AI,"Этот AI-сервис обещает «виральную» рекламу из одного фото. Построен на «<mark>Sora</mark> 2»? Личный тест Topview AI | Topview AI — это не про <mark>создание</mark> одного шедеврального, «вирального» ролика для имиджевой кампании. Это завод по производству <mark>видео</mark>-контента. | Дают 10 кредитов (хватит «пощупать»), но есть два жирных «но»: <mark>видео</mark> с вотермаркой и максимальная <mark>длина</mark> 15 секунд. Для теста — ок, для дела — нет.",https://vc.ru/ai/2333645-topview-ai-sozdanie-viralnyh-video-iz-foto,Александр Соколов,ai,62.493393,4
1,создание длинных видео Sora,Как создавать многосюжетные видео с помощью Veo 3.1,"Как создавать многосюжетные <mark>видео</mark> с помощью Veo 3.1 | Подробное руководство по <mark>созданию</mark> ИИ-<mark>видео</mark>, которые станут вирусными. | Эти <mark>видео</mark> часто <mark>создаются</mark> с помощью таких видеомоделей, как Veo или <mark>Sora</mark>, где вы просто описываете сцену, а через несколько секунд получаете восьмисекундный",https://vc.ru/ai/2317709-sozdanie-mnogosyuzhetnykh-video-s-veo-3-1,NeuroЭнтузиаст,ai,60.54464,5
1,создание длинных видео Sora,OpenAI выпустил гайд по Sora 2,"OpenAI выпустил гайд по <mark>Sora</mark> 2 | Будьте максимально информативны, чтобы <mark>создать</mark> <mark>видео</mark>, соответствующее вашему <mark>видению</mark>.] | Описывайте реплики отдельно, коротко — <mark>длинные</mark> монологи не поместятся в короткое <mark>видео</mark>.",https://vc.ru/services/2263551-gaid-po-sora-2-ot-openai,Наташа Хазеева,services,60.153854,6
0,создание длинных видео Sora,"16 нейросетей, которые завирусились в соцсетях в сентябре 2025 г. Выпуск тринадцатый","Дальше <mark>Sora</mark> создаст цифрового двойника, которого можно использовать в своих <mark>видео</mark>. | <mark>Sora</mark> 2 — новый генератор <mark>видео</mark> от OpenAI 2. 300+ промтов OpenAI для бизнеса и специалистов 3. Lucy Edit — простой ИИ-редактор <mark>видео</mark> 4.",https://vc.ru/ai/2255518-16-populyarnykh-neyrosetey-sentyabrya-2025-goda,Алексей Бегин,ai,60.04788,7
1,создание длинных видео Sora,10-минутные AI-видео Одним Кликом: как создаются персонажи нового поколения с помощью N8N,"10-минутные AI-<mark>видео</mark> Одним Кликом: как <mark>создаются</mark> персонажи нового поколения с помощью N8N | Через 20–30 минут готово <mark>видео</mark> <mark>длиной</mark> 5–10 минут. | Даже если монолог <mark>длится</mark> десять минут, <mark>видео</mark> остаётся стабильным, а интонация не ломается. Во-вторых, стоимость.",https://vc.ru/ai/2336247-sozdanie-ai-video-za-10-minut-s-pomoshchyu-n8n-i-infinetalk,Ринат Сулейманов AI Под Чаёк,ai,59.652653,8
0,создание длинных видео Sora,"ChatGPT стал полноценной платформой. OpenAI DevDay 2025. Приложения в ChatGPT, AgentKit, Codex GA и обновления моделей","<mark>Sora</mark> 2 - новая версия генератора <mark>видео</mark> с прозрачным ценообразованием и возможностями синхронизации звука, управления <mark>длинной</mark> и разрешением. | <mark>Sora</mark> 2 Pro - для топ-клиентов в пилоте (от $0,10 до $0,50 за секунду <mark>видео</mark>).",https://vc.ru/chatgpt/2259520-openai-devday-2025-novye-prilozheniya-chatgpt-agentkit-i-codex,Павликов про Айти,chatgpt,54.0523,9
